MAL_ID,Name,Score,Genres,Type,Episodes,Aired,Premiered,Licensors,Studios,Source,Ranked,Popularity
3320,Harbor Light Monogatari: Fashion Lala yori,5.33,Shoujo,OVA,1,"Mar 11, 1988",0,0,Studio Pierrot,Original,10068,9699
3322,Wagaya no Oinari-sama.,7.22,"Adventure, Fantasy, Shounen, Supernatural",TV,24,"Apr 7, 2008 to Sep 15, 2008",Spring 2008,"NIS America, Inc.",Zexcs,Light novel,2704,3018
3323,Kite Liberator,6.34,"Action, Sci-Fi, Drama",OVA,1,"Mar 21, 2008",0,Media Blasters,Arms,Original,6699,3407
3324,Discode: Ijou Seiai,6.31,Hentai,OVA,3,"Aug 13, 2004 to May 27, 2005",0,"Media Blasters, Kitty Media",0,Visual novel,0,5711
3325,Yuusha Exkaiser,6.53,"Action, Mecha, Sci-Fi, Shounen",TV,48,"Feb 3, 1990 to Jan 26, 1991",Winter 1990,0,Sunrise,Original,5729,9217
3326,Inaka Isha,6.71,"Dementia, Drama, Historical, Psychological",Movie,1,"Oct 2, 2007",0,0,Studio Deen,Other,4849,3949
3327,Giant Gorg,7.12,"Action, Adventure, Mecha, Sci-Fi",TV,26,"Apr 5, 1984 to Sep 27, 1984",Spring 1984,Discotek Media,Sunrise,Original,3112,6983
3328,School Days: Magical Heart Kokoro-chan,5.62,"Comedy, Parody, Magic, Ecchi",OVA,1,"Mar 26, 2008",0,Discotek Media,TNK,Visual novel,9359,2590
3329,Izumo (2003),6.09,"Adventure, Fantasy, Comedy, Hentai",OVA,5,"Jan 25, 2003 to Oct 25, 2005",0,0,Studio Jam,Visual novel,0,8223
3332,Stop!! Hibari-kun!,7.0,"Comedy, Shounen",TV,35,"May 20, 1983 to Jan 27, 1984",Spring 1983,0,Toei Animation,Manga,3649,6296
3334,Jokuana,5.73,Hentai,OVA,2,"Feb 9, 2007 to May 11, 2007",0,0,0,Visual novel,0,8712
3335,Haikara-san ga Tooru,7.16,"Drama, Historical, Romance, Shoujo, Slice of Life",TV,42,"Jun 3, 1978 to Mar 31, 1979",Summer 1978,0,Nippon Animation,Manga,2936,7017
3336,Mezame no Hakobune,5.95,Fantasy,OVA,1,"May 24, 2005",0,0,0,Other,8384,7940
3342,Mnemosyne: Mnemosyne no Musume-tachi,7.32,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,"Feb 4, 2008 to Jul 7, 2008",Winter 2008,Funimation,Xebec,Original,2258,971
3345,Mikan Enikki,7.19,"Slice of Life, Comedy, Romance, Shoujo",TV,30,"Oct 16, 1992 to Jun 18, 1993",Fall 1992,0,Nippon Animation,Manga,2830,8563
3349,Kiddy GiRL-AND,6.88,"Action, Comedy, Sci-Fi, Super Power",TV,24,"Oct 16, 2009 to Mar 26, 2010",Fall 2009,Funimation,Satelight,Original,4125,4022
3350,Kininaru Kimochi,6.16,Hentai,OVA,4,"Apr 29, 2004 to Aug 11, 2006",0,0,0,Manga,0,7542
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,7.38,"Action, Adventure, Comedy, Mecha, Sci-Fi",Special,1,"Feb 26, 2008",0,0,Gainax,Original,1978,2640
3354,Zombie-Loan Specials,7.05,"Action, Horror, Supernatural, Shounen",Special,2,"Apr 25, 2008",0,Discotek Media,Xebec,Manga,3441,3183
3355,Fortune Dogs,6.46,Adventure,TV,39,"Jul 4, 2002 to Mar 29, 2003",Summer 2002,0,Vega Entertainment,Original,6088,10808
3356,Mahoutsukai Sally,6.41,"Magic, Fantasy, School, Shoujo",TV,109,"Dec 5, 1966 to Dec 30, 1968",Winter 1967,0,Toei Animation,Manga,6368,7892
3358,Kure-nai,7.38,"Comedy, Drama, Martial Arts",TV,12,"Apr 4, 2008 to Jun 20, 2008",Spring 2008,Sentai Filmworks,Brain's Base,Light novel,1979,1655
3359,Amatsuki,6.92,"Action, Demons, Fantasy, Historical, Shoujo, Supernatural",TV,13,"Apr 5, 2008 to Jun 28, 2008",Spring 2008,0,Studio Deen,Manga,3910,2190
3361,UFO Senshi Dai Apolon,6.13,"Action, Sci-Fi, Mecha",TV,26,"Apr 6, 1976 to Sep 28, 1976",Spring 1976,0,"Eiken, Studio Live",Original,7683,11105
3362,Oshare Majo Love and Berry: Shiawase no Mahou,0.0,Magic,Movie,1,"Mar 21, 2007",0,0,TMS Entertainment,Game,11403,11498
3363,RD Sennou Chousashitsu,7.13,"Action, Sci-Fi",TV,26,"Apr 9, 2008 to Oct 1, 2008",Spring 2008,0,Production I.G,Original,3087,3410
3366,Persona: Trinity Soul,6.58,"Action, Sci-Fi, Super Power",TV,26,"Jan 5, 2008 to Jun 28, 2008",Winter 2008,"NIS America, Inc.",A-1 Pictures,Original,5500,1813
3367,Furusato Japan,6.77,Historical,Movie,1,"Apr 7, 2007",0,0,0,Original,4587,8581
3369,Shoubushi Densetsu Tetsuya,7.52,"Game, Historical, Shounen",TV,20,"Oct 7, 2000 to Mar 24, 2001",Fall 2000,0,Toei Animation,Manga,1534,5623
3370,Natural: Another,6.03,"Hentai, Romance",OVA,2,"Feb 25, 2000 to Jun 25, 2000",0,0,0,Visual novel,0,9060
3371,Ginga Eiyuu Densetsu Gaiden,8.15,"Action, Military, Sci-Fi, Space, Drama",OVA,24,"Feb 9, 1998 to Sep 26, 1998",0,Sentai Filmworks,"Artland, Magic Bus",Novel,358,3790
3375,Kirepapa.,6.7,"Comedy, Drama, Romance, Yaoi",OVA,2,"Jan 25, 2008 to Nov 28, 2008",0,0,A.C.G.T.,Manga,0,2349
3379,Mikagura Tanteidan,5.85,Hentai,OVA,3,"Mar 26, 2004 to Sep 24, 2004",0,0,0,Visual novel,0,9148
3381,Fushigi no Umi no Nadia Omake Gekijou,6.54,"Sci-Fi, Adventure",Special,10,"Feb 18, 2003",0,0,Gainax,Original,5669,7508
3389,Bus Gamer,6.54,Action,TV,3,"Mar 14, 2008 to Mar 29, 2008",Winter 2008,0,Anpro,Manga,5662,3277
3390,Hoshi no Umi no Amuri,5.81,"Sci-Fi, Adventure, Fantasy",OVA,3,"Apr 1, 2008 to Sep 26, 2008",0,0,Studio Hibari,Original,8808,7761
3391,Maicching Machiko-sensei,6.22,"Comedy, Ecchi, School",TV,95,"Oct 8, 1981 to Oct 6, 1983",Fall 1981,0,Studio Pierrot,Manga,7263,8150
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,7.47,"Harem, Music, Romance, School, Shoujo",Special,1,"Mar 25, 2007",0,Sentai Filmworks,0,Visual novel,1684,3545
3394,Kimagure Orange☆Road: Shounen Jump Special,6.61,"Romance, Drama, Shounen",OVA,1,"Nov 23, 1985",0,0,Studio Pierrot,Manga,5321,7530
3401,Aru Tabibito no Nikki Specials,6.39,"Adventure, Fantasy",Special,3,"Feb 11, 2006",0,0,0,Original,6468,5667
3402,Sexy Sailor Soldiers,5.49,"Action, Comedy, Hentai, Super Power",OVA,1,"Oct 25, 2003",0,Critical Mass Video,0,Manga,0,8571
3403,The Guts!,6.32,Hentai,OVA,2,"Feb 25, 2005 to Sep 22, 2005",0,Media Blasters,Anime Antenna Iinkai,Visual novel,0,6124
3407,Blassreiter,6.94,"Action, Sci-Fi",TV,24,"Apr 6, 2008 to Sep 28, 2008",Spring 2008,Funimation,Gonzo,Original,3833,1752
3414,Hula Kappa,0.0,Comedy,TV,78,"Apr 1, 2006 to Dec 21, 2006",Spring 2006,0,0,Original,14511,13636
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.4,"Comedy, Ecchi, Magic",OVA,4,"Dec 26, 2007 to Mar 26, 2008",0,0,0,Manga,6429,6624
3418,Jungle no Ouja Taa-chan,7.01,"Action, Comedy, Parody",TV,50,"Oct 14, 1993 to Sep 29, 1994",Fall 1993,0,Group TAC,Manga,3616,9094
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,6.94,"Comedy, Ecchi, Martial Arts, Romance",Special,2,"Sep 4, 2007",0,0,Studio Hibari,Manga,3837,4829
3420,Shigofumi,7.49,"Drama, Fantasy, Psychological, Supernatural, Thriller",TV,12,"Jan 6, 2008 to Mar 23, 2008",Winter 2008,Sentai Filmworks,J.C.Staff,Original,1594,1703
3421,Kodomo no Omocha,7.12,"Comedy, Drama, School, Shoujo",OVA,1,"Dec 16, 1995",0,0,J.C.Staff,Manga,3119,6470
3422,Donburi Kazoku,5.93,Hentai,OVA,2,"Jun 9, 2006 to Oct 10, 2006",0,Media Blasters,Y.O.U.C,Original,0,6947
3424,Porphy no Nagai Tabi,6.99,"Drama, Historical, Kids, Slice of Life",TV,52,"Jan 6, 2008 to Dec 28, 2008",Winter 2008,0,Nippon Animation,Novel,3660,8401
3425,Meiken Lassie,6.73,"Adventure, Slice of Life, Kids",TV,25,"Jan 14, 1996 to Aug 18, 1996",Winter 1996,0,Nippon Animation,Novel,4778,10269
3427,Oni-Tensei,6.16,"Hentai, Horror, Supernatural",OVA,4,"Mar 25, 2000 to Sep 25, 2000",0,Media Blasters,0,Original,0,8370
3429,Blame! Special,5.36,"Mecha, Sci-Fi",Special,1,"Oct 24, 2003",0,0,Group TAC,Manga,10022,5625
3430,Blame! Prologue,5.49,"Action, Mecha, Sci-Fi",OVA,2,"Sep 7, 2007",0,0,Production I.G,Manga,9706,5180
3433,Go-Q-Choji Ikkiman,6.43,"Sci-Fi, Sports",TV,32,"Apr 13, 1986 to Nov 23, 1986",Spring 1986,0,Toei Animation,Manga,6284,11421
3435,Joou Heika no Petite Angie,6.38,"Historical, Mystery, Shoujo",TV,26,"Dec 13, 1977 to Jun 27, 1978",Winter 1978,0,"Nippon Animation, Production Reed",Original,6520,10390
3439,Darcrows,5.74,Hentai,OVA,2,"Oct 25, 2003 to Jan 25, 2004",0,0,0,Visual novel,0,8330
3444,The☆Ultraman,6.37,"Action, Sci-Fi, Space, Super Power",TV,50,"Apr 4, 1979 to Mar 26, 1980",Spring 1979,0,Production Reed,Other,6535,8691
3446,Biohazard: Degeneration,7.05,"Action, Horror, Sci-Fi",Movie,1,"Oct 18, 2008",0,0,Digital Frontier,Game,3440,2987
3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.96,"Sci-Fi, Comedy, Mecha",Special,1,"Jul 24, 2007",0,Bandai Entertainment,Production I.G,Manga,3788,4668
3448,Mad★Bull 34,6.32,"Action, Police",OVA,4,"Dec 21, 1990 to Aug 21, 1992",0,"Discotek Media, Manga Entertainment",Magic Bus,Manga,6798,5310
3449,Kamichu! Specials,7.49,"Slice of Life, Comedy, Supernatural, Drama",Special,4,"Nov 23, 2005 to Mar 29, 2006",0,"Funimation, Geneon Entertainment USA",Brain's Base,Original,1618,4975
3455,To LOVE-Ru,7.07,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",TV,26,"Apr 4, 2008 to Sep 26, 2008",Spring 2008,Sentai Filmworks,Xebec,Manga,3337,245
3456,Candy☆Boy: Side Story For Archive,6.85,"Romance, School, Shoujo Ai",ONA,1,"Nov 22, 2007",0,0,AIC,Original,4232,3117
3457,Vampire Knight,7.03,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,"Apr 8, 2008 to Jul 1, 2008",Spring 2008,VIZ Media,Studio Deen,Manga,3546,254
3460,Bosco Daibouken,6.95,"Kids, Adventure, Fantasy",TV,26,"Oct 6, 1986 to Mar 30, 1987",Fall 1986,0,Nippon Animation,Book,3809,9868
3464,Kemeko Deluxe!,6.59,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",TV,12,"Oct 5, 2008 to Dec 21, 2008",Fall 2008,0,Hal Film Maker,Manga,5450,2674
3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,7.6,"Adventure, Psychological, Fantasy",Special,1,"Oct 19, 2005",0,0,A.C.G.T.,Light novel,1287,2854
3467,Nogizaka Haruka no Himitsu,7.24,"Comedy, Romance",TV,12,"Jul 3, 2008 to Sep 25, 2008",Summer 2008,Discotek Media,Diomedéa,Light novel,2612,1234
3468,Maria-sama ga Miteru Specials,7.37,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",Special,7,"Apr 4, 2004 to Oct 23, 2004",0,Nozomi Entertainment,Studio Deen,Light novel,2031,5297
3469,Maria-sama ga Miteru: Haru Specials,7.34,"Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai",Special,6,"Oct 22, 2004 to May 23, 2005",0,Nozomi Entertainment,Studio Deen,Light novel,2179,5521
3470,Special A,7.56,"Comedy, Romance, School, Shoujo",TV,24,"Apr 7, 2008 to Sep 15, 2008",Spring 2008,Sentai Filmworks,"Gonzo, AIC",Manga,1405,472
3472,Tenrankai no E,6.26,Comedy,Movie,1,"Nov 11, 1966",0,0,0,Original,7103,9125
3474,Push,6.27,Parody,Special,1,"Aug 21, 1987",0,0,0,Original,7011,9073
3475,Muramasa,6.21,"Historical, Horror, Martial Arts, Samurai",Movie,1,"Aug 21, 1987",0,0,0,Original,7296,6741
3478,Mrs. Junkie,6.7,Hentai,OVA,2,"Feb 25, 2006 to Jan 25, 2007",0,"Media Blasters, Kitty Media",0,Visual novel,0,5770
3479,Taimanin Asagi,6.87,"Action, Demons, Hentai, Martial Arts, Supernatural",OVA,4,"Feb 24, 2007 to Aug 23, 2008",0,0,0,Visual novel,0,4011
3480,Nayuta,5.56,"Action, Sci-Fi, Shoujo",OVA,1,"Jul 31, 1986",0,0,0,Manga,9524,9780
3486,Yuusha Tokkyuu Might Gaine,6.91,"Action, Sci-Fi, Adventure, Mecha",TV,47,"Jan 30, 1993 to Jan 24, 1994",Winter 1993,0,Sunrise,Original,3981,8544
3488,Genji Monogatari,6.47,"Drama, Historical, Romance",Movie,1,"Dec 19, 1987",0,0,Group TAC,Novel,6072,5905
3493,Ryuusei no Rockman Tribe,6.97,Adventure,TV,21,"Nov 3, 2007 to Mar 29, 2008",Fall 2007,0,Xebec,Game,3731,6203
3496,Ougon no Hou: El Cantare no Rekishikan,5.29,"Historical, Fantasy",Movie,1,"Oct 11, 2003",0,0,0,Original,10129,11583
3497,Steady x Study,0.0,Romance,OVA,1,"May 26, 2004",0,0,0,Visual novel,12243,11517
3501,Wellber no Monogatari: Sisters of Wellber Zwei,6.85,"Adventure, Fantasy, Historical, Romance",TV,13,"Jan 2, 2008 to Mar 26, 2008",Winter 2008,0,Trans Arts,Original,4224,6827
3503,Kanokon,6.46,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,"Apr 5, 2008 to Jun 21, 2008",Spring 2008,Media Blasters,Xebec,Light novel,6106,713
3505,Yuusha Shirei Dagwon,6.87,"Action, Adventure, Martial Arts, Mecha, Super Power, School",TV,48,"Feb 3, 1996 to Jan 25, 1997",Winter 1996,0,Sunrise,Original,4176,9451
3508,Genius Party,7.21,"Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha",Movie,7,"Jul 7, 2007",0,0,Studio 4°C,Original,2739,2932
3512,Tenshi Nanka ja Nai,6.16,"Comedy, Drama, Shoujo",OVA,1,"Sep 21, 1994",0,0,Group TAC,Manga,7517,7678
3513,Tanjou: Debut,5.13,"Slice of Life, Romance, Supernatural",OVA,2,"Oct 21, 1994 to Dec 21, 1994",0,0,Studio Pierrot,Game,10422,10864
3514,Noramimi,0.0,Comedy,TV,12,"Jan 9, 2008 to Mar 26, 2008",Winter 2008,0,TMS Entertainment,Manga,11222,10906
3515,Saint Seiya: Meiou Hades Elysion-hen,7.59,"Action, Fantasy, Shounen, Super Power",OVA,6,"Mar 7, 2008 to Aug 1, 2008",0,0,Toei Animation,Manga,1297,2802
3522,Choujin Locke,6.37,"Action, Sci-Fi, Super Power",Movie,1,"Mar 11, 1984",0,"Central Park Media, Sentai Filmworks, Discotek Media",Nippon Animation,Manga,6543,8050
3527,Lesbian Byoutou,5.48,Hentai,OVA,2,"Mar 6, 2003 to Jun 20, 2003",0,0,0,Other,0,9065
3531,Shinjin Tour Conductor,5.47,Hentai,OVA,1,"Oct 25, 2004",0,0,0,Original,0,9437
3532,Shino-sensei no Yuuwaku Jugyou,5.99,Hentai,OVA,1,"Nov 12, 2004",0,0,0,Visual novel,0,8292
3533,Gakuentoshi Varanoir Joukan,4.77,"Action, Magic",OVA,2,"Oct 23, 2002 to Nov 27, 2002",0,0,0,Game,10779,9941
3534,Seijuuden: Twin Dolls,5.57,"Action, Demons, Hentai, Magic, Supernatural",OVA,2,"Jul 22, 1994 to Aug 26, 1994",0,SoftCel Pictures,Arms,Original,0,9255
3535,Neko Ramen,6.23,Comedy,ONA,13,"Dec 29, 2006 to Mar 23, 2007",0,0,0,4-koma manga,7187,7751
3537,Cleavage,6.66,Hentai,OVA,2,"Feb 24, 2006 to Jun 23, 2006",0,Kitty Media,Studio 9 MAiami,Visual novel,0,4594
3538,Dorei Kaigo,6.16,Hentai,OVA,3,"Jan 24, 2003 to Jul 25, 2003",0,0,Arms,Visual novel,0,7394
3541,Kouin Tenshi: Haitoku no Lycéenne,4.91,Hentai,OVA,1,"Nov 19, 1998",0,0,0,Original,0,10213
3542,Mechiku,5.06,Hentai,OVA,1,"Feb 26, 1999",0,Media Blasters,0,Manga,0,10322
3543,Kiss yori...,5.83,Hentai,OVA,3,"Jul 9, 1999 to Nov 19, 1999",0,Media Blasters,0,Visual novel,0,8748
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.76,"Slice of Life, Comedy, Police",TV,373,"Jun 16, 1996 to Dec 19, 2004",Summer 1996,0,Gallop,Manga,894,4529
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,6.63,"Comedy, Police",Special,1,"Nov 23, 1985",0,0,Tatsunoko Production,Manga,5265,10831
3547,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,6.76,"Comedy, Police",Movie,1,"Dec 20, 2003",0,0,0,Manga,4620,10593
3549,Allison to Lillia,7.35,"Action, Adventure, Shounen",TV,26,"Apr 3, 2008 to Oct 2, 2008",Spring 2008,Sentai Filmworks,Madhouse,Light novel,2119,2606
3550,Midori no Makibao,6.45,"Sports, Comedy",TV,61,"Mar 9, 1996 to Jul 12, 1997",Spring 1996,0,Studio Pierrot,Manga,6197,10090
3556,Soukan Rensa,5.67,Hentai,OVA,1,"Sep 24, 2004",0,0,0,Original,0,9429
3557,Shoujo Auction,5.97,Hentai,OVA,2,"Dec 9, 2005 to Mar 10, 2006",0,Media Blasters,0,Original,0,8715
3558,Doukyuusei (OVA): Natsu no Owari ni,5.59,"Harem, Hentai, Drama, Romance",OVA,4,"Jul 8, 1994 to May 12, 1995",0,SoftCel Pictures,0,Visual novel,0,8668
3559,Stringendo: Angel-tachi no Private Lesson,7.42,Hentai,OVA,12,"Jan 27, 2006 to Apr 27, 2012",0,0,Flavors Soft,Manga,0,4322
3560,Karen,5.83,Hentai,OVA,1,"Aug 18, 2002",0,0,0,Manga,0,8020
3561,Dennou Boukenki Webdiver,6.89,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,"Apr 6, 2001 to Mar 23, 2002",Spring 2001,0,Nippon Animation,Original,4064,8917
3563,Momone,5.29,Hentai,OVA,1,"Jan 25, 1998",0,0,0,Manga,0,9452
3566,Hika Ryoujoku: Wana ni Hamatta Futari,5.27,Hentai,OVA,1,"Jan 18, 2003",0,0,0,Manga,0,8820
3567,Renzu: Futari no Kyori,5.22,Hentai,OVA,1,"Oct 8, 2000",0,0,0,Original,0,10356
3568,Ganbarist! Shun,7.2,"Comedy, Shounen, Sports",TV,30,"Jul 1, 1996 to Mar 10, 1997",Summer 1996,0,Sunrise,Manga,2768,8015
3569,Injuu Seisen: Twin Angels,5.64,"Hentai, Horror",OVA,4,"May 12, 1995 to Aug 11, 1995",0,"NuTech Digital, Central Park Media",Arms,Original,0,8665
3570,Yadosagashi,6.51,"Adventure, Fantasy, Kids, Slice of Life",Special,1,"Jan 3, 2006",0,0,Studio Ghibli,Original,5874,8550
3571,Mach GoGoGo (1997),6.31,"Adventure, Cars",TV,34,"Jan 9, 1997 to Sep 24, 1997",Winter 1997,Funimation,Tatsunoko Production,Manga,6844,7814
3572,Macross F,7.92,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",TV,25,"Apr 4, 2008 to Sep 26, 2008",Spring 2008,0,Satelight,Original,652,1141
3574,Switch,6.94,"Action, Mystery, Police",OVA,2,"Oct 24, 2008 to Feb 25, 2009",0,0,Actas,Manga,3863,3331
3576,Kodai Ouja Kyouryuu King,6.14,"Adventure, Kids, Fantasy",TV,49,"Feb 4, 2007 to Jan 27, 2008",Winter 2007,Discotek Media,Sunrise,Game,7600,4138
3577,Kyouran Kazoku Nikki,7.28,"Comedy, Sci-Fi",TV,26,"Apr 12, 2008 to Oct 4, 2008",Spring 2008,0,Nomad,Light novel,2427,3178
3579,Getter Robo,6.79,"Action, Sci-Fi, Mecha, Shounen",TV,51,"Apr 4, 1974 to May 8, 1975",Spring 1974,0,Toei Animation,Manga,4492,6092
3580,Ijoku,5.7,Hentai,OVA,2,"Jul 14, 2006 to Nov 10, 2006",0,Media Blasters,0,Visual novel,0,8814
3581,Requiem,5.27,Hentai,OVA,2,"Jun 25, 2005 to Jul 25, 2005",0,"Media Blasters, Kitty Media",0,Visual novel,0,7244
3582,Mashou no Kao,6.12,Hentai,OVA,1,"Jul 25, 2004",0,Media Blasters,AT-2,Visual novel,0,8276
3583,Endless Serenade,5.54,Hentai,OVA,1,"Apr 14, 2000",0,0,0,Visual novel,0,9189
3586,Isaku,5.61,Hentai,OVA,3,"Nov 28, 1997 to May 29, 1998",0,0,0,Visual novel,0,9211
3587,Isaku: Respect,5.57,Hentai,OVA,3,"Feb 23, 2001 to Sep 21, 2001",0,0,0,Visual novel,0,8998
3588,Soul Eater,7.88,"Action, Fantasy, Comedy, Supernatural, Shounen",TV,51,"Apr 7, 2008 to Mar 30, 2009",Spring 2008,Funimation,Bones,Manga,700,43
3593,Utawarerumono OVA,7.22,"Action, Comedy, Fantasy",OVA,3,"Jun 5, 2009 to Jun 23, 2010",0,Sentai Filmworks,Chaos Project,Visual novel,2682,3791
3594,Tears to Tiara,7.2,"Action, Adventure, Fantasy, Magic",TV,26,"Apr 6, 2009 to Sep 28, 2009",Spring 2009,Sentai Filmworks,White Fox,Visual novel,2787,1821
3596,Lightning Trap: Leina & Laika,5.43,"Action, Sci-Fi",OVA,1,"May 23, 1990",0,0,Ashi Production,Original,9853,11117
3597,Fantasia,5.45,"Comedy, Drama, Magic, Romance, Fantasy",OVA,1,"Nov 26, 1993",0,ADV Films,Production I.G,Manga,9808,8976
3600,Sengoku Kitan Youtouden,5.97,"Action, Demons, Martial Arts",OVA,3,"May 21, 1987 to Nov 5, 1988",0,Central Park Media,J.C.Staff,Novel,8322,9043
3602,Ginga Tetsudou 999: Eternal Fantasy,6.63,"Action, Drama, Sci-Fi, Space",Movie,1,"Mar 7, 1998",0,Discotek Media,Toei Animation,Manga,5250,7363
3603,JoJo no Kimyou na Bouken: Phantom Blood,7.71,"Action, Adventure, Horror, Shounen, Vampire",Movie,1,"Feb 17, 2007",0,0,APPP,Manga,1000,2403
3604,Hidamari Sketch x 365,7.84,"Slice of Life, Comedy, School, Seinen",TV,13,"Jul 4, 2008 to Sep 26, 2008",Summer 2008,Sentai Filmworks,Shaft,4-koma manga,754,3140
3605,Princess Army: Wedding★Combat,5.25,"Action, Martial Arts, Romance, Shoujo",OVA,2,"Aug 1, 1992 to Sep 21, 1992",0,0,J.C.Staff,Manga,10233,10262
3613,Toshokan Sensou,7.48,"Action, Military, Comedy, Romance",TV,12,"Apr 11, 2008 to Jun 27, 2008",Spring 2008,Discotek Media,Production I.G,Novel,1656,1967
3614,Yakushiji Ryouko no Kaiki Jikenbo,7.09,"Mystery, Police, Supernatural",TV,13,"Jul 6, 2008 to Sep 28, 2008",Summer 2008,0,Doga Kobo,Light novel,3238,4067
3615,Neo Angelique Abyss,6.85,"Comedy, Fantasy, Harem, Romance, Shoujo",TV,13,"Apr 7, 2008 to Jun 30, 2008",Spring 2008,Sentai Filmworks,Yumeta Company,Visual novel,4240,2816
3616,Kamen no Maid Guy,7.03,"Action, Comedy, Ecchi, Super Power",TV,12,"Apr 6, 2008 to Jun 22, 2008",Spring 2008,Discotek Media,Madhouse,Manga,3543,2674
3618,Moyashimon: Kin Gekijou Deluxe,6.76,Comedy,Special,4,"Dec 21, 2007 to Mar 19, 2008",0,0,Shirogumi,Manga,4655,6106
3619,Nanako SOS,6.31,"Comedy, Parody, Romance, Super Power",TV,39,"Apr 2, 1983 to Dec 24, 1983",Spring 1983,0,0,Manga,6858,9756
3622,Ikusa Otome Suvia,6.51,"Hentai, Fantasy",OVA,4,"Dec 22, 2007 to Aug 28, 2009",0,0,0,Visual novel,0,6507
3625,Battle Royal High School,5.57,"Action, Horror, Super Power, Demons, Supernatural, Martial Arts",OVA,1,"Dec 10, 1987",0,AnimEigo,AIC,Manga,9492,6093
3626,Mobile Suit Gundam Wing: Operation Meteor,7.46,"Action, Military, Sci-Fi, Adventure, Space, Psychological, Drama, Mecha",OVA,4,"Apr 25, 1996 to Oct 25, 1996",0,0,Sunrise,Original,1701,4991
3627,D.C.II S.S.: Da Capo II Second Season,7.23,"Fantasy, Comedy, Harem, Romance, Drama",TV,13,"Apr 6, 2008 to Jun 29, 2008",Spring 2008,0,feel.,Visual novel,2639,3167
3630,Miracle Shoujo Limit-chan,0.0,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power",TV,25,"Oct 1, 1973 to Mar 25, 1974",Fall 1973,0,Toei Animation,Original,15582,11633
3633,Angel,5.44,"Comedy, Hentai, School",OVA,1,"Oct 25, 1990",0,0,0,Manga,0,8963
3636,Warau Kangofu The Animation,6.73,Hentai,OVA,2,"Oct 26, 2007 to Jan 25, 2008",0,0,Flavors Soft,Manga,0,6391
3637,Bouken Yuuki Pluster World,6.18,"Action, Sci-Fi, Adventure, Shounen",TV,52,"Apr 3, 2003 to Mar 25, 2004",Spring 2003,0,"Actas, Brain's Base",Original,7448,11183
3639,Princess Road: Bara to Dokuro no Monshou,5.23,Hentai,OVA,1,"Dec 23, 1994 to Dec 24, 1994",0,Media Blasters,0,Light novel,0,9745
3641,Naisho no Tsubomi,6.58,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural",OVA,3,"Apr 25, 2008 to Jun 27, 2008",0,Sentai Filmworks,"Arms, Studio Kikan",Manga,5494,5641
3642,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,6.07,"Harem, Music, Ecchi, Fantasy, Seinen",Music,4,"Mar 21, 2008",0,0,Shaft,Manga,7927,6564
3643,Mahou no Rouge Lipstick,5.35,Hentai,OVA,1,"Jul 10, 1985",0,0,0,Original,0,11094
3645,Yunyun☆Paradise,5.76,Hentai,OVA,1,"Jun 30, 1995",0,0,0,Manga,0,9816
3652,Higurashi no Naku Koro ni Rei,7.44,"Mystery, Comedy, Psychological, Supernatural, Thriller",OVA,5,"Feb 25, 2009 to Aug 21, 2009",0,Sentai Filmworks,Studio Deen,Visual novel,1767,948
3653,Kurogane no Linebarrels,6.95,"Action, Mecha, Sci-Fi",TV,24,"Oct 3, 2008 to Mar 20, 2009",Fall 2008,Funimation,Gonzo,Manga,3831,2580
3654,Macademi Wasshoi!,6.97,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,"Oct 6, 2008 to Dec 22, 2008",Fall 2008,0,Zexcs,Light novel,3749,2579
3655,Nabari no Ou,7.29,"Action, Fantasy, Supernatural, Comedy, Drama, Shounen",TV,26,"Apr 7, 2008 to Sep 29, 2008",Spring 2008,Funimation,J.C.Staff,Manga,2409,1007
